text,translation,discard,what are we changing,prob,Original Length,Translated length,Left,Discarding
And here actually I feel that they are not giving us. any holidays. And just like which was Shiv. ceremony idea.,,,,0.95701456,21,1,573,513
Do you say that because you all are studying in the. Hindi medium it is the better way the student can understand.,,,,0.95648307,22,1,573,513
Ah but you better take his appointment otherwise you. see he might go away anytime to Pune for his so many other things.,,,,0.95585376,23,1,573,513
Yes exactly. So if you can stay on with Chanda is here so you can you know be. here for okay another day.,,,,0.95577437,23,1,573,513
Everyone who stays with them has very fond memories of their. stay and there you know happy moments of talk and discussions.,,,,0.95559406,22,1,573,513
Blames means we have to take the blame. sometimes. We have to take the blame on that. I feel about that only.,,,,0.95488715,22,1,573,513
Yeah yeah most of the I mean in Bangalore. I'm conducting so ninety percent my ladies they get cure of. their problems.,,,,0.9546988,22,1,573,513
Don't want that person. And that day is is is on that particular. day. You won't get anybody to make biryani. for that.,,,,0.9544666,23,1,573,513
Now most of the schools in have changed to one. word. But I I feel it has become an inevitable ,,,,0.95416594,21,1,573,513
Very few persons are like that. But in our University we can almost feel the. levels of corruption which you can't feel here.,,,,0.9537299,23,1,573,513
And don't talk anything about the teachers because. professor Patil will be reading about it. I am scared about grammar what about you.,,,,0.9528468,23,1,573,513
Premchand the greatest of Hindi novelist. As far as his craftmanship is concerned I think he is the front rank. front ranker.,,,,0.952455,22,1,573,513
Yeah that's true. His his ideas are also very thoughtful. If it is deep idea so simple. language in a very simple say.,,,,0.9519801,23,1,573,513
Yeah initially we had problem with they. had problem with all the captains like when Kapil was the captain they. had problems.,,,,0.9497014,22,1,573,513
She doesn't even have heart so you know what I mean by. character and heart you know you know what it is.,,,,0.94332266,22,1,573,513
I am Joy Joseph from Kottayam Kerala a central part. of Kerala and I am here on a special session.,,,,0.94198215,20,1,573,513
Safety safety is first than everything. else comes next yeah. You must be facing it but whether it is your place or not.,,,,0.9390618,23,1,573,513
I don't no because I have no idea how they will teach and. it is it is school onwards I didn't get.,,,,0.9387334,22,1,573,513
You know yesterday I have seen some two guys speaking with. you who's that idiot. Tell me no why you can't tell ,,,,0.93488914,23,1,573,513
No no you cannot say wrong one or right one not I think. there are some influences and interferences from the mother tongues.,,,,0.9284241,23,1,573,513
No that here was that m understand between both the. husband and wife. And even she is helping that all at my.,,,,0.9283862,22,1,573,513
And what they would need n is your. consent also ha to use that conversation. ha ha as part of the corpus.,,,,0.92674077,22,1,573,513
Oh thank you very much sir. so it's I can say a few words about an. institute where I have been.,,,,0.9258521,21,1,573,513
Might be for years together they have been doing the same job. fed up with this steoro type of that job earning from.,,,,0.9146425,23,1,573,513
Another thing the cholestrol level also goes up. So there is possibility of heart attack. Then those who have blood pressures and gasterol.,,,,0.91293687,23,1,573,513
So this type of lively picturise then gives you a very healthy. and lively informatives he used to give yes regarding his. location.,,,,0.9017926,23,1,573,513
it is different for in other. language we have to be we can talk in any way. Even English means quiz.,,,,0.9589304,21,1,573,513
That way I was lucky to know Dr Prakashan also laughter. you know how it is particularly what I like what you said.,,,,0.9585657,23,1,573,513
And after getting education they don't want actually to do. other work other work like what m you call. aga agriculture.,,,,0.9583594,21,1,573,513
No not in Madras various partsvarious parts. Thomsaon College it is in. m m. And MA I did in what about you?,,,,0.95829874,22,1,573,513
And you know the days are gone when we could see we could. think of people bringing honey etcetra from the forest and.,,,,0.95718515,23,1,573,513
 there is no such acute problem at Umerkhed but in these days well we are facing that problem in my native place.,,,,0.95708543,23,1,573,513
It's another Palace m there are two. Recently I went to Jaipur Palace and that is beautiful and compare. to that this is very.,,,,0.95670736,24,1,573,513
m very nice. In our Pilani no. It's a private institution. but m and nothing is so much controlled by our. Director.,,,,0.9564715,22,1,573,513
Near your native place there also you have done same. mistake like riding in front of all guys like posing you've. done.,,,,0.9563847,22,1,573,513
Those are going to create a effect and that his asthama. which is almost I mean it's very chronic that is going. to disappear.,,,,0.9558748,24,1,573,513
I think you should start going to the gym from. now itself. You will have a body building part also in the hostel. laughter.,,,,0.955415,24,1,573,513
I am charging according to the persons. Some ladies they are really very needy and they can't pay so I teach them free.,,,,0.9553098,23,1,573,513
Oh yes it means in north India atleast because. for studying point of view I think private schools are better but ,,,,0.9546369,22,1,573,513
Yes I teach in in some higher secondary. But basically I am a mathematics teacher but in my school I. teach English.,,,,0.9542557,22,1,573,513
And and language see in India in particular if a. country like ours we need what you call a link language.,,,,0.95421475,21,1,573,513
And now the now the redressal office complaint is like this. We will test then meter his number meter will be tested. and ,,,,0.95393157,24,1,573,513
No the way they speak is Manipur is a in Uttar. Pradesh they speak Manipur English is not so different as no. this.,,,,0.952152,23,1,573,513
But even if they are very. other things also we do. Why don't you talk about those things. Why only you talk about girls.,,,,0.95141715,24,1,573,513
So the point is whether we should switch over to English. m or whether the university should incorporate. teaching into Marathi language.,,,,0.951411,22,1,573,513
She will not agree but she will not study. My problem is how do you solve her educational problem. I'm not worried about her.,,,,0.9511254,24,1,573,513
No this is not the case. Case is the spices are not good qua of good. quality or the is not of good. quality.,,,,0.94909376,24,1,573,513
Yeah that is there but most of the people no they. will eat what they like even it is not good for health.,,,,0.94717234,23,1,573,513
Yeah now he'll have to give donation in D H M S. College also. He's not going to get it just plainly like. that.,,,,0.9450196,24,1,573,513
Yeah. In summer before I before I came I was teaching the. students. Sundays I took intensive classes for the entrance. to twelfth standard.,,,,0.9411143,24,1,573,513
No we've the higher authorities to just give. the warden's notice they refused so we are planning to go on a. hunger strike.,,,,0.939804,23,1,573,513
In kannada what they call. yeah she doesn't she doesn't have anything how do you expect me. to have bloody affair affair with her.,,,,0.93929124,24,1,573,513
No initially it didn't affect me but I think now my. resistance is much less m and I have got sore. throat cold.,,,,0.93515825,23,1,573,513
Yeah I am interested to put but I don't like it. putting myself sister wanted to try it on my hand and so she.,,,,0.93161935,24,1,573,513
No no we don't find them Supposing if it is a junior college you know we can have. that designation. But ,,,,0.926547,22,1,573,513
Yeah peoples in theatres. especially in Madras when it's hot you go to theatres just. for that that's how we feel. Okay too hot.,,,,0.9230836,24,1,573,513
Yeah now I remember that one of your students Mr Kori. he remembers you all the time when he comes to me.,,,,0.9163557,22,1,573,513
You see I don't know really because I'm seeing so. many bikes in front of standing in front of the hostel no I never.,,,,0.9137571,24,1,573,513
